current_row_id,current_material_label,pollutant,temperature,solution_ph,initial_concentration,response,match_method,source_paper,source_row_id,source_record_uid,source_material_label,source_reference,verified_material_group,source_study_id,source_citation,source_doi_or_url,material_identity_evidence,provenance_confidence,original_material_label,grouping_rule
372,SWB 650, Cd2+,25,7.0,0.044480028,0.005604484,unresolved,,,,,,Alves2021::SWB 650,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,SWB 650,source study + source-specific material label
373,"SWB 650
– m1", Cd2+,25,7.0,0.002668802,0.002668802,unresolved,,,,,,Alves2021::SWB 650 - m1,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,SWB 650 - m1,source study + source-specific material label
374,"SWB 650
– m1", Cd2+,25,7.0,0.005560004,0.005257539,unresolved,,,,,,Alves2021::SWB 650 - m1,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,SWB 650 - m1,source study + source-specific material label
375,"SWB 650
– m1", Cd2+,25,7.0,0.011120007,0.009278534,unresolved,,,,,,Alves2021::SWB 650 - m1,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,SWB 650 - m1,source study + source-specific material label
376,"SWB 650
– m1", Cd2+,25,7.0,0.022240014,0.013014856,unresolved,,,,,,Alves2021::SWB 650 - m1,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,SWB 650 - m1,source study + source-specific material label
377,"SWB 650
– m1", Cd2+,25,7.0,0.044480028,0.017943243,unresolved,,,,,,Alves2021::SWB 650 - m1,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,SWB 650 - m1,source study + source-specific material label
378,SWB 500, Cd2+,25,7.0,0.002668802,0.000951873,unresolved,,,,,,Alves2021::SWB 500,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,SWB 500,source study + source-specific material label
379,SWB 500, Cd2+,25,7.0,0.005560004,0.001957121,unresolved,,,,,,Alves2021::SWB 500,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,SWB 500,source study + source-specific material label
380,SWB 500, Cd2+,25,7.0,0.011120007,0.005390979,unresolved,,,,,,Alves2021::SWB 500,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,SWB 500,source study + source-specific material label
381,SWB 500, Cd2+,25,7.0,0.022240014,0.007641669,unresolved,,,,,,Alves2021::SWB 500,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,SWB 500,source study + source-specific material label
382,SWB 500, Cd2+,25,7.0,0.044480028,0.015639178,unresolved,,,,,,Alves2021::SWB 500,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,SWB 500,source study + source-specific material label
383,"ASB 500
- 1", Cd2+,25,7.0,0.002668802,0.002668802,unresolved,,,,,,Alves2021::ASB 500 - 1,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,ASB 500 - 1,source study + source-specific material label
384,"ASB 500
- 1", Cd2+,25,7.0,0.005560004,0.005337603,unresolved,,,,,,Alves2021::ASB 500 - 1,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,ASB 500 - 1,source study + source-specific material label
385,"ASB 500
- 1", Cd2+,25,7.0,0.011120007,0.010764167,unresolved,,,,,,Alves2021::ASB 500 - 1,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,ASB 500 - 1,source study + source-specific material label
386,"ASB 500
- 1", Cd2+,25,7.0,0.022240014,0.021617294,unresolved,,,,,,Alves2021::ASB 500 - 1,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,ASB 500 - 1,source study + source-specific material label
387,"ASB 500
- 1", Cd2+,25,7.0,0.044480028,0.043145628,unresolved,,,,,,Alves2021::ASB 500 - 1,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,ASB 500 - 1,source study + source-specific material label
388,"ASB 500
- 2", Cd2+,25,7.0,0.002668802,0.002072769,unresolved,,,,,,Alves2021::ASB 500 - 2,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,ASB 500 - 2,source study + source-specific material label
389,"ASB 500
- 2", Cd2+,25,7.0,0.005560004,0.004083267,unresolved,,,,,,Alves2021::ASB 500 - 2,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,ASB 500 - 2,source study + source-specific material label
390,"ASB 500
- 2", Cd2+,25,7.0,0.011120007,0.007401477,unresolved,,,,,,Alves2021::ASB 500 - 2,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,ASB 500 - 2,source study + source-specific material label
391,"ASB 500
- 2", Cd2+,25,7.0,0.022240014,0.015025354,unresolved,,,,,,Alves2021::ASB 500 - 2,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,ASB 500 - 2,source study + source-specific material label
392,"ASB 500
- 2", Cd2+,25,7.0,0.044480028,0.026029713,unresolved,,,,,,Alves2021::ASB 500 - 2,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,ASB 500 - 2,source study + source-specific material label
393,WSB 500, Cd2+,25,7.0,0.002668802,0.002597634,unresolved,,,,,,Alves2021::WSB 500,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,WSB 500,source study + source-specific material label
394,WSB 500, Cd2+,25,7.0,0.005560004,0.003958723,unresolved,,,,,,Alves2021::WSB 500,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,WSB 500,source study + source-specific material label
395,WSB 500, Cd2+,25,7.0,0.011120007,0.006565252,unresolved,,,,,,Alves2021::WSB 500,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,WSB 500,source study + source-specific material label
396,WSB 500, Cd2+,25,7.0,0.022240014,0.013014856,unresolved,,,,,,Alves2021::WSB 500,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,WSB 500,source study + source-specific material label
397,WSB 500, Cd2+,25,7.0,0.044480028,0.015052042,unresolved,,,,,,Alves2021::WSB 500,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,WSB 500,source study + source-specific material label
398,WSB 900, Cd2+,25,7.0,0.002668802,0.002668802,unresolved,,,,,,Alves2021::WSB 900,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,WSB 900,source study + source-specific material label
399,WSB 900, Cd2+,25,7.0,0.005560004,0.005337603,unresolved,,,,,,Alves2021::WSB 900,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,WSB 900,source study + source-specific material label
400,WSB 900, Cd2+,25,7.0,0.011120007,0.010675207,unresolved,,,,,,Alves2021::WSB 900,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,WSB 900,source study + source-specific material label
401,WSB 900, Cd2+,25,7.0,0.022240014,0.021083533,unresolved,,,,,,Alves2021::WSB 900,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,WSB 900,source study + source-specific material label
402,WSB 900, Cd2+,25,7.0,0.044480028,0.041811227,unresolved,,,,,,Alves2021::WSB 900,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,WSB 900,source study + source-specific material label
403,"WSB 700
- 6 0", Cd2+,25,7.0,0.002668802,0.00071168,unresolved,,,,,,Alves2021::WSB 700 - 6 0,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,WSB 700 - 6 0,source study + source-specific material label
404,"WSB 700
- 6 0", Cd2+,25,7.0,0.005560004,0.001245441,unresolved,,,,,,Alves2021::WSB 700 - 6 0,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,WSB 700 - 6 0,source study + source-specific material label
405,"WSB 700
- 6 0", Cd2+,25,7.0,0.011120007,0.002437506,unresolved,,,,,,Alves2021::WSB 700 - 6 0,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,WSB 700 - 6 0,source study + source-specific material label
406,"WSB 700
- 6 0", Cd2+,25,7.0,0.022240014,0.00291789,unresolved,,,,,,Alves2021::WSB 700 - 6 0,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,WSB 700 - 6 0,source study + source-specific material label
407,"WSB 700
- 6 0", Cd2+,25,7.0,0.044480028,0.008673606,unresolved,,,,,,Alves2021::WSB 700 - 6 0,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,WSB 700 - 6 0,source study + source-specific material label
408,"WSB 700
- 9 0", Cd2+,25,7.0,0.002668802,0.002659906,unresolved,,,,,,Alves2021::WSB 700 - 9 0,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,WSB 700 - 9 0,source study + source-specific material label
409,"WSB 700
- 9 0", Cd2+,25,7.0,0.005560004,0.003549506,unresolved,,,,,,Alves2021::WSB 700 - 9 0,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,WSB 700 - 9 0,source study + source-specific material label
410,"WSB 700
- 9 0", Cd2+,25,7.0,0.011120007,0.006271684,unresolved,,,,,,Alves2021::WSB 700 - 9 0,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,WSB 700 - 9 0,source study + source-specific material label
411,"WSB 700
- 9 0", Cd2+,25,7.0,0.022240014,0.007401477,unresolved,,,,,,Alves2021::WSB 700 - 9 0,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,WSB 700 - 9 0,source study + source-specific material label
412,"WSB 700
- 9 0", Cd2+,25,7.0,0.044480028,0.012570056,unresolved,,,,,,Alves2021::WSB 700 - 9 0,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,WSB 700 - 9 0,source study + source-specific material label
413, SSB 450, Cd2+,25,7.0,0.002668802,0.002668802,unresolved,,,,,,Alves2021::SSB 450,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,SSB 450,source study + source-specific material label
414, SSB 450, Cd2+,25,7.0,0.005560004,0.005337603,unresolved,,,,,,Alves2021::SSB 450,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,SSB 450,source study + source-specific material label
415, SSB 450, Cd2+,25,7.0,0.011120007,0.009750022,unresolved,,,,,,Alves2021::SSB 450,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,SSB 450,source study + source-specific material label
416, SSB 450, Cd2+,25,7.0,0.022240014,0.017267147,unresolved,,,,,,Alves2021::SSB 450,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,SSB 450,source study + source-specific material label
417, SSB 450, Cd2+,25,7.0,0.044480028,0.034703318,unresolved,,,,,,Alves2021::SSB 450,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,SSB 450,source study + source-specific material label
418,SSB 700, Cd2+,25,7.0,0.002668802,0.001601281,unresolved,,,,,,Alves2021::SSB 700,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,SSB 700,source study + source-specific material label
419,SSB 700, Cd2+,25,7.0,0.005560004,0.005337603,unresolved,,,,,,Alves2021::SSB 700,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,SSB 700,source study + source-specific material label
420,SSB 700, Cd2+,25,7.0,0.011120007,0.011120007,unresolved,,,,,,Alves2021::SSB 700,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,SSB 700,source study + source-specific material label
421,SSB 700, Cd2+,25,7.0,0.022240014,0.022240014,unresolved,,,,,,Alves2021::SSB 700,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,SSB 700,source study + source-specific material label
422,SSB 700, Cd2+,25,7.0,0.044480028,0.044480028,unresolved,,,,,,Alves2021::SSB 700,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,SSB 700,source study + source-specific material label
423,CSB 600, Cd2+,25,7.0,0.002668802,0.002668802,unresolved,,,,,,Alves2021::CSB 600,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,CSB 600,source study + source-specific material label
424,CSB 600, Cd2+,25,7.0,0.005560004,0.005319811,unresolved,,,,,,Alves2021::CSB 600,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,CSB 600,source study + source-specific material label
425,CSB 600, Cd2+,25,7.0,0.011120007,0.010639623,unresolved,,,,,,Alves2021::CSB 600,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,CSB 600,source study + source-specific material label
426,CSB 600, Cd2+,25,7.0,0.022240014,0.02122587,unresolved,,,,,,Alves2021::CSB 600,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,CSB 600,source study + source-specific material label
427,CSB 600, Cd2+,25,7.0,0.044480028,0.040138778,unresolved,,,,,,Alves2021::CSB 600,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,CSB 600,source study + source-specific material label
428,"CSB 600
- m 1", Cd2+,25,7.0,0.002668802,0.002668802,unresolved,,,,,,Alves2021::CSB 600 - m 1,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,CSB 600 - m 1,source study + source-specific material label
429,"CSB 600
- m 1", Cd2+,25,7.0,0.005560004,0.005328707,unresolved,,,,,,Alves2021::CSB 600 - m 1,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,CSB 600 - m 1,source study + source-specific material label
430,"CSB 600
- m 1", Cd2+,25,7.0,0.011120007,0.009642381,unresolved,,,,,,Alves2021::CSB 600 - m 1,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,CSB 600 - m 1,source study + source-specific material label
431,"CSB 600
- m 1", Cd2+,25,7.0,0.022240014,0.013494351,unresolved,,,,,,Alves2021::CSB 600 - m 1,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,CSB 600 - m 1,source study + source-specific material label
432,"CSB 600
- m 1", Cd2+,25,7.0,0.044480028,0.017596299,unresolved,,,,,,Alves2021::CSB 600 - m 1,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,CSB 600 - m 1,source study + source-specific material label
433,"CSB 600
- m 2", Cd2+,25,7.0,0.002668802,0.002668802,unresolved,,,,,,Alves2021::CSB 600 - m 2,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,CSB 600 - m 2,source study + source-specific material label
434,"CSB 600
- m 2", Cd2+,25,7.0,0.005560004,0.005337603,unresolved,,,,,,Alves2021::CSB 600 - m 2,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,CSB 600 - m 2,source study + source-specific material label
435,"CSB 600
- m 2", Cd2+,25,7.0,0.011120007,0.011120007,unresolved,,,,,,Alves2021::CSB 600 - m 2,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,CSB 600 - m 2,source study + source-specific material label
436,"CSB 600
- m 2", Cd2+,25,7.0,0.022240014,0.022240014,unresolved,,,,,,Alves2021::CSB 600 - m 2,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,CSB 600 - m 2,source study + source-specific material label
437,"CSB 600
- m 2", Cd2+,25,7.0,0.044480028,0.043590428,unresolved,,,,,,Alves2021::CSB 600 - m 2,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,CSB 600 - m 2,source study + source-specific material label
438,"CSB 600
- m 3", Cd2+,25,7.0,0.002668802,0.002668802,unresolved,,,,,,Alves2021::CSB 600 - m 3,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,CSB 600 - m 3,source study + source-specific material label
