dataset,source_row_id,task_label,source_study_id,source_citation,source_doi_or_url,original_material_label,verified_material_group,grouping_rule,provenance_confidence
Dataset III,2052,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2053,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2054,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2055,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2056,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2057,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2058,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2059,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2060,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2061,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2062,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2063,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2064,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2065,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2066,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2067,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2068,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2069,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2070,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2071,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2072,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2073,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2074,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2075,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2076,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2077,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2078,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2079,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2080,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2081,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2082,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2083,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2084,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2085,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2086,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2087,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2088,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2089,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2090,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2091,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2092,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2093,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2094,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2095,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2096,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2097,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2098,EE2,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2099,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2100,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2101,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2102,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2103,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2104,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2105,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2106,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2107,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2108,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2109,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2110,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2111,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2112,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2113,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2114,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2115,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2116,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2117,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2118,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2119,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2120,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2121,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2122,IBF,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2123,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,2124,CBZ,Shin2020_Micropollutants,"Shin et al., Single and competitive adsorptions of micropollutants using pristine and alkali-modified biochars from spent coffee grounds, Journal of Hazardous Materials 400 (2020) 123102.",https://doi.org/10.1016/j.jhazmat.2020.123102,Alkali-modified SCG biochars,Shin2020_Micropollutants::Alkali-modified SCG biochars,source study + source-specific material label,material label and source study verified from source article/SI
